;;;;;;;;;Touches;Touches;Touches;Touches;Touches;Touches;Touches;Dribbles;Dribbles;Dribbles;Dribbles;Dribbles;Carries;Carries;Carries;Receiving;Receiving;Receiving;;;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Succ;Att;Succ%;#Pl;Megs;Carries;TotDist;PrgDist;Targ;Rec;Rec%;Miscon;Dispos;Matches
1624;Soualiho Meïté\Soualiho-Meite;fr FRA;MF;Torino;it Serie A;25;1994;24.5;1213;61;268;700;344;37;1195;63;89;70.8;66;1;856;5501;3190;911;800;87.8;39;26;Matches
1625;Farid El Melali\Farid-El-Melali;dz ALG;MFFW;Angers;fr Ligue 1;22;1997;3.4;181;2;32;85;82;11;181;9;22;40.9;10;0;137;1133;650;148;112;75.7;11;16;Matches
1626;Óscar Melendo\Oscar-Melendo;es ESP;MFFW;Espanyol;es La Liga;21;1997;12.4;461;5;47;259;186;11;456;9;19;47.4;10;0;346;2113;924;457;355;77.7;9;15;Matches
1627;Gonzalo Melero\Gonzalo-Melero;es ESP;MF;Levante;es La Liga;25;1994;13.7;703;34;191;411;134;26;690;12;22;54.5;14;3;459;2236;1127;555;475;85.6;16;16;Matches
1628;Arthur Melo\Arthur-Melo;br BRA;MF;Barcelona;es La Liga;22;1996;13.1;1183;20;167;773;342;16;1149;29;33;87.9;29;1;999;5807;2494;1091;998;91.5;21;17;Matches
1629;Pedro Mendes\Pedro-Mendes;pt POR;DF;Montpellier;fr Ligue 1;28;1990;15.3;867;89;440;448;46;11;842;6;7;85.7;7;0;563;3351;1907;569;551;96.8;8;7;Matches
1630;Thiago Mendes\Thiago-Mendes;br BRA;MF;Lyon;fr Ligue 1;27;1992;20.1;1429;49;299;921;285;11;1387;15;20;75.0;15;0;1002;4495;1914;1058;989;93.5;19;23;Matches
1631;Brais Méndez\Brais-Mendez;es ESP;MFFW;Celta Vigo;es La Liga;22;1997;16.4;907;27;141;467;353;41;868;25;42;59.5;27;3;624;2999;1617;806;655;81.3;39;30;Matches
1632;Édgar Méndez\Edgar-Mendez;es ESP;MFFW;Alavés;es La Liga;29;1990;9.6;317;8;65;149;126;17;314;12;17;70.6;12;1;201;1276;682;328;207;63.1;21;19;Matches
1633;Stiven Mendoza\Stiven-Mendoza;co COL;FWMF;Amiens;fr Ligue 1;27;1992;12.2;574;7;66;313;249;33;559;27;46;58.7;29;2;456;3032;1888;569;413;72.6;42;35;Matches
1634;Alexandre Mendy\Alexandre-Mendy;gw GNB;FWMF;Brest;fr Ligue 1;25;1994;10.0;266;10;20;130;126;49;258;8;11;72.7;9;1;149;762;375;412;181;43.9;26;14;Matches
1635;Benjamin Mendy\Benjamin-Mendy;fr FRA;DF;Manchester City;eng Premier League;25;1994;16.6;1419;33;237;710;552;11;1294;23;31;74.2;24;5;983;4368;2699;1123;1067;95.0;6;16;Matches
1636;Edouard Mendy\Edouard-Mendy;sn SEN;GK;Rennes;fr Ligue 1;27;1992;24.0;844;739;840;4;1;0;632;1;1;100.0;1;0;421;1975;1001;372;371;99.7;1;0;Matches
1637;Ferland Mendy\Ferland-Mendy;fr FRA;DF;Real Madrid;es La Liga;24;1995;20.1;1489;57;390;691;496;39;1304;52;72;72.2;55;4;1034;5937;3378;1093;994;90.9;38;19;Matches
1638;Nampalys Mendy\Nampalys-Mendy;fr FRA;MF;Leicester City;eng Premier League;27;1992;3.2;246;5;51;170;35;1;245;2;3;66.7;2;0;191;838;338;193;187;96.9;3;4;Matches
1639;Hamza Mendyl\Hamza-Mendyl;ma MAR;DF;Dijon;fr Ligue 1;21;1997;16.0;1066;61;372;543;237;21;907;26;50;52.0;28;2;646;4184;2632;644;610;94.7;14;10;Matches
1640;Chris Mepham\Chris-Mepham;wal WAL;DF;Bournemouth;eng Premier League;21;1997;10.1;626;127;384;257;24;11;618;2;4;50.0;3;0;369;2351;1230;383;375;97.9;3;4;Matches
1641;Levent Mercan\Levent-Mercan;de GER;MF;Schalke 04;de Bundesliga;18;2000;0.8;42;2;10;23;12;1;41;3;4;75.0;3;0;33;175;84;36;32;88.9;2;3;Matches
1642;Jorge Meré\Jorge-Mere;es ESP;DF;Köln;de Bundesliga;22;1997;6.9;470;63;286;197;22;3;455;0;1;0.0;0;0;296;1661;992;308;304;98.7;2;2;Matches
1643;Alex Meret\Alex-Meret;it ITA;GK;Napoli;it Serie A;22;1997;21.7;638;594;638;0;0;0;463;0;0;;0;0;299;1021;438;290;286;98.6;0;0;Matches
1644;Fran Mérida\Fran-Merida;es ESP;MF;Osasuna;es La Liga;29;1990;12.9;904;15;183;607;165;12;874;24;35;68.6;26;0;616;2716;1453;674;622;92.3;10;19;Matches
1645;Mikel Merino\Mikel-Merino;es ESP;MF;Real Sociedad;es La Liga;23;1996;34.9;2407;80;440;1519;579;63;2382;34;58;58.6;38;4;1621;7319;3688;1921;1687;87.8;48;37;Matches
1646;Sabin Merino\Sabin-Merino;es ESP;FW;Leganés;es La Liga;27;1992;0.9;28;0;0;12;19;5;27;1;1;100.0;1;0;21;171;44;43;21;48.8;2;2;Matches
1647;Y?ld?r?m Mert Çetin\Yildirim-Mert-Cetin;tr TUR;DF;Roma;it Serie A;22;1997;2.9;165;26;92;75;9;4;160;3;3;100.0;3;0;107;563;303;115;110;95.7;0;2;Matches
1648;Dries Mertens\Dries-Mertens;be BEL;FW;Napoli;it Serie A;32;1987;18.8;909;5;61;327;566;125;828;26;48;54.2;28;0;676;3477;2064;911;679;74.5;19;13;Matches
1649;Roque Mesa\Roque-Mesa;es ESP;MF;Leganés;es La Liga;30;1989;22.4;1152;13;163;719;385;24;1096;32;55;58.2;38;0;920;6361;3204;890;775;87.1;32;38;Matches
1650;Lionel Messi\Lionel-Messi;ar ARG;FWMF;Barcelona;es La Liga;32;1987;32.0;2614;1;57;1331;1485;217;2411;183;274;66.8;193;9;2226;14619;9239;2616;2229;85.2;65;88;Matches
1651;Thomas Meunier\Thomas-Meunier;be BEL;DF;Paris S-G;fr Ligue 1;27;1991;13.8;1040;30;247;499;364;36;918;9;19;47.4;11;2;665;3746;2154;736;671;91.2;6;7;Matches
1652;Mexer\Mexer;mz MOZ;DF;Bordeaux;fr Ligue 1;30;1988;16.5;1247;107;573;695;50;8;1141;11;18;61.1;11;1;879;4085;1808;864;841;97.3;7;10;Matches
1653;Max Meyer\Max-Meyer;de GER;MFFW;Crystal Palace;eng Premier League;23;1995;7.3;300;3;58;151;118;23;299;4;12;33.3;4;0;218;1270;613;279;212;76.0;12;13;Matches
1654;Kingsley Michael\Kingsley-Michael;ng NGA;MF;Bologna;it Serie A;19;1999;0.8;63;2;4;40;20;2;60;0;0;;0;0;45;248;125;49;43;87.8;1;0;Matches
1655;Míchel\Michel;es ESP;MF;Valladolid;es La Liga;31;1988;24.2;1613;65;395;984;307;13;1427;18;26;69.2;18;1;973;4874;2018;1046;971;92.8;20;20;Matches
1656;Sven Michel\Sven-Michel;de GER;FW;Paderborn 07;de Bundesliga;29;1990;15.3;624;8;42;276;331;71;584;24;53;45.3;31;3;410;2423;1224;737;445;60.4;55;54;Matches
1657;Miguel\Miguel;es ESP;FW;Valladolid;es La Liga;19;1999;2.6;72;1;6;39;33;8;71;4;5;80.0;4;0;44;275;187;112;55;49.1;10;4;Matches
1658;Florian Miguel\Florian-Miguel;fr FRA;DF;Nîmes;fr Ligue 1;22;1996;22.8;1239;48;411;550;350;29;978;13;33;39.4;16;2;640;3801;2375;703;621;88.3;26;24;Matches
1659;Georges Mikautadze\Georges-Mikautadze;fr FRA;FW;Metz;fr Ligue 1;18;2000;0.1;7;0;0;1;6;0;7;0;1;0.0;0;0;6;51;39;7;5;71.4;0;1;Matches
1660;Nikola Milenkovi?\Nikola-Milenkovic;rs SRB;DF;Fiorentina;it Serie A;21;1997;36.2;2115;322;1085;1053;145;34;2007;7;8;87.5;7;0;1277;8110;4991;1388;1346;97.0;16;11;Matches
1661;Arkadiusz Milik\Arkadiusz-Milik;pl POL;FW;Napoli;it Serie A;25;1994;19.4;663;14;48;309;343;105;626;15;24;62.5;15;2;407;1762;757;824;517;62.7;39;19;Matches
1662;Sergej Milinkovi?-Savi?\Sergej-Milinkovic-Savic;rs SRB;MF;Lazio;it Serie A;24;1995;33.7;2269;86;469;1138;809;135;2224;42;64;65.6;46;1;1552;8260;3797;1946;1663;85.5;71;51;Matches
1663;Éder Militão\Eder-Militao;br BRA;DF;Real Madrid;es La Liga;21;1998;11.4;803;121;447;368;27;4;767;1;2;50.0;1;0;523;2830;1324;555;543;97.8;6;8;Matches
1664;Luka Milivojevi?\Luka-Milivojevic;rs SRB;MF;Crystal Palace;eng Premier League;28;1991;27.9;1784;96;509;1000;358;11;1529;11;17;64.7;12;1;963;4507;1967;1023;970;94.8;19;11;Matches
1665;Vincenzo Millico\Vincenzo-Millico;it ITA;MFFW;Torino;it Serie A;18;2000;2.4;114;1;10;37;79;9;104;6;9;66.7;7;0;96;926;555;107;90;84.1;6;4;Matches
1666;James Milner\James-Milner;eng ENG;MFDF;Liverpool;eng Premier League;33;1986;10.4;874;29;164;509;241;12;810;9;13;69.2;10;0;562;2506;1191;673;635;94.4;3;7;Matches
1667;Santi Mina\Santi-Mina;es ESP;FWMF;Celta Vigo;es La Liga;23;1995;21.6;996;29;102;498;443;82;969;11;30;36.7;13;2;545;2907;1681;1198;752;62.8;60;48;Matches
1668;Yerry Mina\Yerry-Mina;co COL;DF;Everton;eng Premier League;24;1994;25.4;1573;273;944;665;72;51;1540;3;5;60.0;4;0;924;6151;3404;1001;969;96.8;9;3;Matches
1669;Takumi Minamino\Takumi-Minamino;jp JPN;FWMF;Liverpool;eng Premier League;24;1995;2.8;156;3;11;76;83;20;155;4;8;50.0;4;0;123;617;252;169;130;76.9;9;9;Matches
1670;Tyrone Mings\Tyrone-Mings;eng ENG;DF;Aston Villa;eng Premier League;26;1993;32.2;1694;386;1119;629;54;24;1645;11;14;78.6;13;0;956;6822;2777;997;973;97.6;7;8;Matches
1671;Jorge Miramón\Jorge-Miramon;es ESP;DF;Levante;es La Liga;30;1989;27.0;1542;124;636;633;351;27;1295;22;34;64.7;22;0;850;4940;2985;875;790;90.3;18;17;Matches
1672;Juan Miranda\Juan-Miranda;es ESP;DF;Schalke 04;de Bundesliga;19;2000;8.7;510;39;165;225;142;6;424;3;8;37.5;3;0;247;1254;714;293;261;89.1;11;5;Matches
1673;Antonio Mirante\Antonio-Mirante;it ITA;GK;Roma;it Serie A;36;1983;5.0;192;165;189;3;0;0;143;1;1;100.0;1;0;81;338;217;86;83;96.5;0;0;Matches
1674;Simone Missiroli\Simone-Missiroli;it ITA;MF;SPAL;it Serie A;33;1986;31.1;1746;122;477;1077;311;18;1692;25;33;75.8;26;1;1064;6258;3104;1191;1115;93.6;16;17;Matches
1675;Tyrick Mitchell\Tyrick-Mitchell;eng ENG;DF;Crystal Palace;eng Premier League;19;1999;2.2;142;6;42;70;38;2;114;1;1;100.0;1;0;77;364;230;86;80;93.0;1;5;Matches
1676;Stefan Mitrovi?\Stefan-Mitrovic;rs SRB;DF;Strasbourg;fr Ligue 1;29;1990;22.8;1132;177;714;486;22;18;1107;0;0;;0;0;680;4358;2430;753;740;98.3;5;1;Matches
1677;Maximilian Mittelstädt\Maximilian-Mittelstadt;de GER;DFFW;Hertha BSC;de Bundesliga;22;1997;21.0;1451;84;457;667;402;29;1244;19;29;65.5;19;1;811;4509;2575;884;758;85.7;24;22;Matches
1678;Henrikh Mkhitaryan\Henrikh-Mkhitaryan;am ARM;FW;Arsenal;eng Premier League;30;1989;1.2;98;1;10;42;59;18;94;2;5;40.0;2;0;77;422;255;89;74;83.1;3;4;Matches
1679;Henrikh Mkhitaryan\Henrikh-Mkhitaryan;am ARM;MFFW;Roma;it Serie A;30;1989;17.0;915;11;120;492;393;67;897;21;41;51.2;21;1;620;4789;2959;789;671;85.0;29;29;Matches
1680;Anthony Modeste\Anthony-Modeste;fr FRA;FWMF;Köln;de Bundesliga;31;1988;12.6;367;19;40;184;152;48;332;9;10;90.0;10;0;162;708;297;486;253;52.1;31;13;Matches
1681;Luka Modri?\Luka-Modric;hr CRO;MF;Real Madrid;es La Liga;33;1985;22.2;1696;22;282;975;569;41;1638;40;64;62.5;45;3;1271;7848;3534;1481;1341;90.5;30;30;Matches
1682;Kevin Möhwald\Kevin-Mohwald;de GER;MF;Werder Bremen;de Bundesliga;26;1993;0.8;50;1;11;30;13;1;49;0;0;;0;0;34;142;66;41;40;97.6;1;0;Matches
1683;Niklas Moisander\Niklas-Moisander;fi FIN;DF;Werder Bremen;de Bundesliga;33;1985;22.0;1778;205;940;908;88;23;1725;13;20;65.0;14;2;1191;8543;4912;1218;1204;98.9;5;7;Matches
1684;Jorge Molina\Jorge-Molina;es ESP;FW;Getafe;es La Liga;37;1982;21.0;837;18;45;365;460;97;819;22;34;64.7;25;0;562;2450;1328;1123;654;58.2;57;50;Matches
1685;Florent Mollet\Florent-Mollet;fr FRA;MF;Montpellier;fr Ligue 1;27;1991;18.7;1068;7;123;571;428;39;951;15;33;45.5;15;0;770;4201;1791;1022;770;75.3;27;22;Matches
1686;Jon Moncayola\Jon-Moncayola;es ESP;MFDF;Osasuna;es La Liga;21;1998;16.6;831;31;216;526;122;9;799;11;16;68.8;11;1;435;1894;892;493;447;90.7;10;10;Matches
1687;Gabriele Moncini\Gabriele-Moncini;it ITA;FWMF;SPAL;it Serie A;23;1996;1.7;36;2;5;20;11;6;33;0;0;;0;0;16;92;9;38;20;52.6;3;3;Matches
1688;Thomas Monconduit\Thomas-Monconduit;fr FRA;MF;Amiens;fr Ligue 1;28;1991;15.2;861;37;151;582;174;9;795;11;17;64.7;12;0;536;2843;1514;619;550;88.9;21;17;Matches
1689;Nacho Monreal\Nacho-Monreal;es ESP;DF;Arsenal;eng Premier League;33;1986;3.0;231;18;91;91;59;5;205;1;3;33.3;1;0;163;622;357;177;160;90.4;3;1;Matches
1690;Nacho Monreal\Nacho-Monreal;es ESP;DF;Real Sociedad;es La Liga;33;1986;26.6;1640;70;510;810;399;47;1364;10;15;66.7;10;0;871;4047;2218;1043;938;89.9;18;9;Matches
1691;Joan Monterde Raygal\Joan-Monterde-Raygal;es ESP;MF;Levante;es La Liga;21;1997;0.1;8;0;2;5;2;0;8;1;1;100.0;1;0;8;44;29;9;5;55.6;0;0;Matches
1692;Ilario Monterisi\Ilario-Monterisi;it ITA;DF;Lecce;it Serie A;17;2001;0.0;4;1;2;2;0;0;4;0;0;;0;0;3;17;14;3;3;100.0;0;0;Matches
1693;Ángel Montoro\Angel-Montoro;es ESP;MF;Granada;es La Liga;31;1988;10.8;683;25;143;417;164;13;606;6;10;60.0;6;2;436;2243;963;471;433;91.9;9;7;Matches
1694;Martín Montoya\Martin-Montoya;es ESP;DF;Brighton;eng Premier League;28;1991;21.1;1485;70;446;664;479;41;1252;19;34;55.9;19;4;902;4903;2990;1012;912;90.1;30;19;Matches
1695;Simon Moore\Simon-Moore;eng ENG;GK;Sheffield Utd;eng Premier League;29;1990;2.0;51;44;50;1;0;0;28;0;0;;0;0;15;108;59;11;11;100.0;0;0;Matches
1696;Aaron Mooy\Aaron-Mooy;au AUS;MFFW;Brighton;eng Premier League;28;1990;23.2;1359;40;203;623;640;42;1279;37;51;72.5;39;0;968;6448;3154;1104;927;84.0;30;54;Matches
1697;Wesley Moraes\Wesley-Moraes;br BRA;FW;Aston Villa;eng Premier League;22;1996;19.8;599;28;45;290;293;96;582;14;22;63.6;14;1;353;1723;566;874;437;50.0;61;30;Matches
1698;Alfredo Morales\Alfredo-Morales;us USA;MF;Düsseldorf;de Bundesliga;29;1990;19.2;835;47;204;456;216;39;826;23;34;67.6;23;0;467;2173;1046;614;481;78.3;24;32;Matches
1699;Álvaro Morata\Alvaro-Morata;es ESP;FW;Atlético Madrid;es La Liga;26;1992;23.3;850;30;71;417;414;133;839;19;33;57.6;19;1;457;3210;1763;1132;637;56.3;83;49;Matches
1700;Jan Morávek\Jan-Moravek;cz CZE;MF;Augsburg;de Bundesliga;29;1989;5.3;247;9;57;148;55;3;242;9;10;90.0;9;0;135;748;341;156;127;81.4;2;7;Matches
1701;Steven Moreira\Steven-Moreira;fr FRA;DF;Toulouse;fr Ligue 1;24;1994;15.4;873;67;315;398;222;6;730;11;16;68.8;12;1;523;3494;2093;497;466;93.8;12;16;Matches
1702;Jérémy Morel\Jeremy-Morel;mg MAD;DF;Rennes;fr Ligue 1;35;1984;20.1;1175;120;541;601;108;14;1086;7;9;77.8;7;1;736;3823;2172;769;749;97.4;5;8;Matches
1703;Alberto Moreno\Alberto-Moreno;es ESP;DF;Villarreal;es La Liga;27;1992;16.3;1159;55;383;565;292;32;971;11;23;47.8;12;1;677;3665;2373;761;698;91.7;16;11;Matches
1704;Álex Moreno\Alex-Moreno;es ESP;DF;Betis;es La Liga;26;1993;25.2;1622;67;461;712;581;90;1375;48;82;58.5;55;2;1005;7542;4599;1100;964;87.6;33;37;Matches
1705;Gerard Moreno\Gerard-Moreno;es ESP;FWMF;Villarreal;es La Liga;27;1992;30.5;1447;56;131;813;574;150;1408;61;101;60.4;63;0;1041;5931;2975;1648;1152;69.9;95;47;Matches
1706;Mateu Morey\Mateu-Morey;es ESP;DFFW;Dortmund;de Bundesliga;19;2000;2.2;192;5;60;101;49;2;185;4;5;80.0;4;0;148;877;585;153;148;96.7;1;2;Matches
1707;Wes Morgan\Wes-Morgan;jm JAM;DF;Leicester City;eng Premier League;35;1984;4.8;288;22;137;152;8;4;284;2;2;100.0;2;0;189;866;326;197;194;98.5;3;0;Matches
1708;Manu Morlanes\Manu-Morlanes;es ESP;MFFW;Villarreal;es La Liga;20;1999;2.8;207;4;39;144;39;1;199;3;3;100.0;3;0;155;574;323;165;158;95.8;1;1;Matches
1709;Raúl Moro\Raul-Moro;es ESP;DF;Lazio;it Serie A;16;2002;0.0;1;0;0;0;1;0;1;0;0;;0;0;1;2;1;2;1;50.0;0;1;Matches
1710;Loren Morón\Loren-Moron;es ESP;FW;Betis;es La Liga;25;1993;22.6;576;20;67;305;238;87;532;20;34;58.8;22;1;354;2192;1264;753;373;49.5;63;38;Matches
1711;Leonardo Morosini\Leonardo-Morosini;it ITA;FWMF;Brescia;it Serie A;23;1995;0.3;9;1;3;3;3;0;9;1;1;100.0;1;0;4;40;24;9;4;44.4;0;0;Matches
1712;Ravel Morrison\Ravel-Morrison;jm JAM;MF;Sheffield Utd;eng Premier League;26;1993;0.1;8;0;0;4;4;1;8;0;0;;0;0;7;53;15;8;6;75.0;0;1;Matches
1713;Victor Moses\Victor-Moses;ng NGA;DF;Inter;it Serie A;28;1990;4.7;325;11;62;139;147;24;286;12;18;66.7;12;0;237;1539;1084;242;230;95.0;6;6;Matches
1714;Lebo Mothiba\Lebo-Mothiba;za RSA;FW;Strasbourg;fr Ligue 1;23;1996;11.6;364;1;11;152;218;49;353;20;25;80.0;20;1;253;1581;678;515;276;53.6;37;16;Matches
1715;Harold Moukoudi\Harold-Moukoudi;cm CMR;DF;Saint-Étienne;fr Ligue 1;21;1997;11.0;699;97;402;324;14;3;680;10;13;76.9;10;0;458;2394;1302;467;451;96.6;3;2;Matches
1716;Jessy Moulin\Jessy-Moulin;fr FRA;GK;Saint-Étienne;fr Ligue 1;33;1986;5.0;191;178;191;0;0;0;130;0;0;;0;0;80;438;285;66;66;100.0;0;0;Matches
1717;Mason Mount\Mason-Mount;eng ENG;MFFW;Chelsea;eng Premier League;20;1999;31.9;1757;26;164;823;895;147;1609;47;77;61.0;49;3;1327;7852;4319;1699;1265;74.5;75;66;Matches
1718;Lucas Moura\Lucas-Moura;br BRA;FWMF;Tottenham;eng Premier League;26;1992;24.9;1190;31;146;607;547;85;1177;71;114;62.3;75;3;889;6421;3828;1201;830;69.1;57;69;Matches
1719;Lys Mousset\Lys-Mousset;fr FRA;FW;Sheffield Utd;eng Premier League;23;1996;13.8;431;2;22;192;249;80;423;34;53;64.2;37;4;337;2210;1210;739;310;41.9;46;40;Matches
1720;Wesley Moustache\Wesley-Moustache;fr FRA;DF;Nantes;fr Ligue 1;20;1999;0.5;34;3;14;20;2;0;29;0;0;;0;0;17;85;53;20;18;90.0;0;0;Matches
1721;João Moutinho\Joao-Moutinho;pt POR;MF;Wolves;eng Premier League;32;1986;34.5;2294;48;422;1271;696;11;1973;21;29;72.4;23;0;1366;6151;3320;1512;1374;90.9;15;20;Matches
1722;Samuel Moutoussamy\Samuel-Moutoussamy;cd COD;DFFW;Nantes;fr Ligue 1;22;1996;5.8;380;9;75;207;130;11;350;7;20;35.0;10;0;272;1575;876;309;266;86.1;8;7;Matches
1723;Toni Moya\Toni-Moya;es ESP;MF;Atlético Madrid;es La Liga;21;1998;0.0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;0;0;Matches
1724;Javi Moyano\Javi-Moyano;es ESP;DF;Valladolid;es La Liga;33;1986;24.7;1273;96;435;598;281;14;1038;19;22;86.4;19;2;646;3049;1477;672;608;90.5;15;12;Matches
1725;Nordi Mukiele\Nordi-Mukiele;fr FRA;DF;RB Leipzig;de Bundesliga;21;1997;19.8;1571;97;555;735;370;50;1404;12;27;44.4;13;0;921;4693;2651;1051;961;91.4;23;15;Matches
1726;Benoît Mukinayi\Benoit-Mukinayi;fr FRA;DF;Monaco;fr Ligue 1;18;2001;15.7;1084;122;488;632;38;15;1063;5;7;71.4;6;0;681;4259;2637;708;694;98.0;4;1;Matches
1727;Mert Müldür\Mert-Muldur;tr TUR;DF;Sassuolo;it Serie A;20;1999;14.1;987;47;283;490;283;33;877;24;43;55.8;26;0;636;3610;2465;690;633;91.7;11;8;Matches
1728;Florian Müller\Florian-Muller;de GER;GK;Mainz 05;de Bundesliga;21;1997;12.5;524;456;522;4;0;0;382;1;1;100.0;1;0;249;1214;650;221;219;99.1;0;0;Matches
1729;Thomas Müller\Thomas-Muller;de GER;MFFW;Bayern Munich;de Bundesliga;29;1989;25.1;1650;12;112;768;848;172;1578;23;45;51.1;26;0;1084;5105;2994;1652;1280;77.5;57;25;Matches
1730;Marshall Munetsi\Marshall-Munetsi;zw ZIM;MF;Reims;fr Ligue 1;23;1996;9.3;515;41;169;308;80;10;509;14;25;56.0;16;0;326;2326;1148;314;287;91.4;16;6;Matches
1731;Iker Muniain\Iker-Muniain;es ESP;FWMF;Athletic Club;es La Liga;26;1992;26.5;1358;11;136;766;578;70;1285;54;93;58.1;59;6;1039;6193;3320;1240;1034;83.4;41;46;Matches
1732;Aihen Muñoz\Aihen-Munoz;es ESP;DF;Real Sociedad;es La Liga;21;1997;10.9;754;23;221;371;193;9;610;6;13;46.2;6;1;455;2061;1162;481;441;91.7;4;12;Matches
1733;Javier Muñoz\Javier-Munoz;es ESP;MF;Alavés;es La Liga;24;1995;0.6;20;0;6;12;3;0;20;0;0;;0;0;15;54;8;15;14;93.3;0;1;Matches
1734;Simone Muratore\Simone-Muratore;it ITA;MF;Juventus;it Serie A;21;1998;1.8;154;2;28;97;35;1;152;1;1;100.0;1;0;117;480;178;127;122;96.1;1;1;Matches
1735;Alessandro Murgia\Alessandro-Murgia;it ITA;MF;SPAL;it Serie A;22;1996;19.4;1009;51;245;503;309;30;896;13;17;76.5;13;1;615;2485;1162;735;646;87.9;10;19;Matches
1736;Luis Muriel\Luis-Muriel;co COL;FW;Atalanta;it Serie A;28;1991;14.0;798;2;35;336;484;128;742;31;62;50.0;33;1;596;4338;2431;858;600;69.9;39;57;Matches
1737;Jeison Murillo\Jeison-Murillo;co COL;DF;Sampdoria;it Serie A;27;1992;7.4;351;55;180;165;24;3;312;3;4;75.0;3;1;175;942;509;186;180;96.8;0;5;Matches
1738;Jeison Murillo\Jeison-Murillo;co COL;DF;Celta Vigo;es La Liga;27;1992;17.0;892;151;508;393;20;14;842;1;2;50.0;1;0;489;2330;1241;530;513;96.8;5;1;Matches
1739;Glenn Murray\Glenn-Murray;eng ENG;FW;Brighton;eng Premier League;35;1983;8.9;273;11;24;121;137;41;267;1;5;20.0;1;0;162;502;199;435;206;47.4;25;14;Matches
1740;Nicola Murru\Nicola-Murru;it ITA;DF;Sampdoria;it Serie A;24;1994;25.1;1293;79;374;627;362;13;1090;28;44;63.6;30;1;742;4236;2622;779;695;89.2;15;16;Matches
1741;Mateo Musacchio\Mateo-Musacchio;ar ARG;DF;Milan;it Serie A;28;1990;16.3;1119;120;491;682;48;12;1084;3;4;75.0;3;0;794;5233;3079;849;831;97.9;3;4;Matches
1742;Torben Müsel\Torben-Musel;de GER;FW;M'Gladbach;de Bundesliga;20;1999;0.0;1;0;0;0;1;0;1;0;0;;0;0;0;0;0;0;0;;0;0;Matches
1743;Jamal Musiala\Jamal-Musiala;eng ENG;MF;Bayern Munich;de Bundesliga;16;2003;0.0;7;0;0;2;5;0;7;0;0;;0;0;6;34;8;7;7;100.0;0;0;Matches
1744;Juan Musso\Juan-Musso;ar ARG;GK;Udinese;it Serie A;25;1994;38.0;1283;1158;1279;8;2;1;842;1;1;100.0;1;0;525;3052;1742;416;415;99.8;3;0;Matches
1745;Shkodran Mustafi\Shkodran-Mustafi;de GER;DF;Arsenal;eng Premier League;27;1992;13.4;954;124;472;513;31;14;939;2;2;100.0;2;0;589;3454;2115;671;659;98.2;1;2;Matches
1746;Yoshinori Mut?\Yoshinori-Muto;jp JPN;FWMF;Newcastle Utd;eng Premier League;27;1992;2.4;51;0;7;27;24;3;50;6;7;85.7;6;0;45;346;189;80;35;43.8;6;6;Matches
1747;Ngonda Muzinga\Ngonda-Muzinga;cd COD;DF;Dijon;fr Ligue 1;24;1994;6.0;412;29;159;194;89;3;334;3;7;42.9;4;0;229;1347;934;243;219;90.1;5;9;Matches
1748;Yvon Mvogo\Yvon-Mvogo;ch SUI;GK;RB Leipzig;de Bundesliga;25;1994;2.0;82;65;82;0;0;0;68;1;1;100.0;1;0;59;196;73;49;49;100.0;0;0;Matches
1749;Phillipp Mwene\Phillipp-Mwene;at AUT;DF;Mainz 05;de Bundesliga;25;1994;3.5;205;7;71;101;44;3;151;2;4;50.0;2;0;76;520;268;73;63;86.3;2;2;Matches
1750;Obite N'Dicka\Obite-NDicka;fr FRA;DF;Eint Frankfurt;de Bundesliga;19;1999;19.1;1269;82;480;719;157;20;1139;21;31;67.7;22;0;767;4023;2160;807;733;90.8;10;6;Matches
1751;Kévin N'Doram\Kevin-NDoram;fr FRA;MF;Metz;fr Ligue 1;23;1996;18.3;1080;40;293;758;110;7;1056;22;34;64.7;25;1;769;4572;2373;797;736;92.3;11;17;Matches
1752;Abdallah N'dour\Abdallah-Ndour;sn SEN;DF;Strasbourg;fr Ligue 1;25;1993;4.1;246;7;71;115;70;1;215;1;3;33.3;1;0;152;683;339;172;158;91.9;5;2;Matches
1753;Ferris N'Goma\Ferris-NGoma;fr FRA;FWMF;Brest;fr Ligue 1;26;1993;0.3;20;0;0;11;10;1;18;2;3;66.7;2;0;17;121;83;19;12;63.2;1;2;Matches
1754;Nathan N'Goumou\Nathan-NGoumou;fr FRA;FWMF;Toulouse;fr Ligue 1;19;2000;0.1;2;1;1;1;0;0;2;0;0;;0;0;1;0;0;3;1;33.3;0;0;Matches
1755;Georges-Kévin N'Koudou\Georges-Kevin-NKoudou;fr FRA;FW;Tottenham;eng Premier League;24;1995;0.0;1;0;0;0;1;1;1;0;0;;0;0;1;25;25;3;1;33.3;0;0;Matches
1756;Stanley N'Soki\Stanley-NSoki;fr FRA;DF;Nice;fr Ligue 1;20;1999;14.1;1163;87;483;664;113;9;1070;25;37;67.6;29;0;816;4988;2917;827;797;96.4;9;11;Matches
